TEXT_text_len,TEXT_percent_punctuation,TEXT_percent_uppercase,TEXT_text_sentiment,TEXT_percent_bad_words,TEXT_valence,TEXT_arousal,TEXT_glove1,TEXT_glove2,TEXT_glove3,id,AUDIO_text_len,AUDIO_text_sentiment,AUDIO_percent_bad_words,AUDIO_valence,AUDIO_arousal,AUDIO_speech_percent,AUDIO_music_percent,AUDIO_silence_percent,AUDIO_loudness,AUDIO_glove1,AUDIO_glove2,AUDIO_glove3,id,VISUAL_num_faces,VISUAL_valence,VISUAL_arousal,VISUAL_gore,VISUAL_explicit,VISUAL_drug,VISUAL_suggestive,VISUAL_ocr_len,VISUAL_labels1,VISUAL_labels2,VISUAL_labels3,id,bully
575,0.166956522,0.07826087,0.8544,0.08,6.035,4.795,0.487828497,0.046255586,-0.421475663,9.90E+17,0,0,0,0.389726302,0.796939925,1,0,0,0.008550769,-2.313889344,-0.05190521,-0.024856726,9.90E+17,0,-3.75E-05,-2.92E-05,0.000162259,0.009324871,0.012283386,0.085550579,0,-0.219083188,-0.31068031,0.147926748,9.90E+17,noneBll
616,0.055194805,0.167207792,-0.9812,0.091954023,5.3352,4.79,0.364868649,0.161200139,-0.208686256,1.17E+18,44,0,0.125,0.310955944,0.647506529,1,0,0,0.266790468,2.61538696,0.392219501,0.508576429,1.17E+18,1,-0.030782292,0.003777083,4.90E-05,0.000856286,0.001556899,0.077260818,0,0.037115178,0.128592868,0.009319687,1.17E+18,noneBll
876,0.015981735,0.034246575,-0.4371,0.042553191,5.452708333,4.475416667,-0.627399295,-0.053022677,0.064963297,1.18E+18,0,0,0,0.452433595,0.08484943,0.333333333,0.666666667,0,0.122666375,-2.313889344,-0.05190521,-0.024856726,1.18E+18,1,-0.129197917,0.007433333,0.000110957,0.000936372,0.001100688,0.053982098,0.333333333,-0.080197725,0.480922896,-0.042550681,1.18E+18,noneBll
529,0.030245747,0.094517958,0.9955,0,6.570769231,3.652307692,1.795343553,1.270777439,0.096373028,1.11E+18,6,0,0,-0.522219997,0.507785479,0,1,0,0.329987304,3.007899403,0.788048849,-0.486817613,1.11E+18,0,-0.068760417,0.002395833,0.000276736,0.003933396,0.002349509,0.091569121,0,0.040410937,0.480225153,-0.069903154,1.11E+18,noneBll
1380,0.037681159,0.081884058,0.9668,0.011029412,6.0495,4.154333333,-0.096873655,-0.09252847,-0.06824605,1.11E+18,25,0.34,0,0.290894828,0.123614089,0.666666667,0.333333333,0,0.198839679,2.727314298,-0.029376573,-0.325796667,1.11E+18,0,0,0,0.090195874,0.137846568,0.02381643,0.029868141,0,0.075212181,-0.227757952,-0.311518437,1.11E+18,noneBll
4706,0.02358691,0.113684658,-0.9966,0.055780933,5.2856875,4.3338125,-0.746537656,0.006022047,0.132092771,1.01E+18,0,0,0,-0.050989856,0.818241152,0.142857143,0.857142857,0,0.158327181,-2.313889344,-0.05190521,-0.024856726,1.01E+18,1,-0.07221875,0.01508125,0.001721324,0.090142929,0.039847222,0.184340362,0,-0.305928277,-0.143681787,-0.167498511,1.01E+18,bullying
1582,0.042983565,0.087863464,0.9054,0.018248175,5.454285714,3.976190476,2.855733172,-2.386757438,-0.018953338,1.08E+18,0,0,0,-0.077936904,0.300635906,0.166666667,0.833333333,0,0.474463625,-2.313889344,-0.05190521,-0.024856726,1.08E+18,0,-0.053641667,0.0174375,0.00038842,0.045175309,0.000835599,0.087836509,0,0.127140023,-0.241187354,-0.094846958,1.08E+18,noneBll
1561,0.035233824,0.123638693,0.9252,0.013333333,5.684782609,3.958695652,0.630668495,-0.458586267,0.051597429,1.15E+18,13,0,0,0.128766284,0.179777135,0.166666667,0.833333333,0,0.042597864,2.432642997,1.490908143,-0.549696767,1.15E+18,0,-0.046048958,0.011370833,8.10E-05,0.00071831,0.000454047,0.001765001,0,-0.060807601,0.358309557,-0.086166651,1.15E+18,noneBll
2544,0.025157233,0.055424528,-0.9791,0.042769857,5.414452055,4.376027397,-0.465332935,0.017668525,-0.032829947,1.15E+18,0,0,0,-0.460125466,0.099574562,0,1,0,-0.128707624,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0,0,2.25E-05,1.54E-05,2.58E-05,7.13E-05,36.16666667,0.548683881,-0.134614743,-0.425314615,1.15E+18,noneBll
4690,0.028997868,0.073987207,-0.999,0.066592675,5.206203704,4.564074074,-0.113954433,-0.005623135,0.009733961,1.14E+18,102,-0.681,0,0.257074235,0.345555822,0.857142857,0.142857143,0,0.041538106,2.179218875,-0.48198555,-0.150328807,1.14E+18,0,-0.016696875,0.010258333,0.000764845,0.045083771,0.002987103,0.044572979,0,-0.363086434,-0.157758408,0.00240589,1.14E+18,bullying
613,0.140293638,0.089722675,0.6264,0.02,6.0592,4.2112,0.166420204,0.085453896,0.02641608,1.14E+18,0,0,0,-0.095290413,-0.017368727,0,1,0,-0.055622013,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,-0.026146875,-0.025064583,0.000743994,0.028466938,0.018121366,0.518503046,0,-0.114473796,0.545557483,-0.129231646,1.14E+18,noneBll
909,0.127612761,0.083608361,0.5295,0.050359712,5.5275,4.394444444,-0.002859312,-0.057928275,-0.00288874,1.17E+18,0,0,0,-0.436398236,0.347705108,0,1,0,0.167458569,-2.313889344,-0.05190521,-0.024856726,1.17E+18,0,0,0,0.007188855,0.163652137,0.308142323,0.083929899,0,-0.34879609,-0.202894257,-0.114236303,1.17E+18,noneBll
6741,0.044207091,0.124462246,0.9991,0.020308692,5.900714286,4.290607143,-0.342198986,0.089910252,-0.058025568,1.11E+18,74,0.7269,0,0.228672761,0.608770602,1,0,0,0.072854229,3.15722494,0.20298439,-0.427274182,1.11E+18,0,-0.083951042,0.004972917,0.000438833,0.084038477,0.003523698,0.030199247,1,0.096326436,0.470229105,0.132457227,1.11E+18,noneBll
790,0.048101266,0.035443038,0.9755,0,6.064,4.247714286,-0.605986674,0.061078212,-0.026310553,1.15E+18,0,0,0,0.170154845,0.804609412,0,1,0,0.080345682,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0,0,0.000245782,0.002652237,0.000241011,0.017268687,115.3333333,0.166944588,0.109192107,0.077620411,1.15E+18,noneBll
2351,0.03743088,0.099957465,-0.9671,0.016587678,5.660833333,4.296574074,0.158924991,-0.020482195,-0.181284848,1.10E+18,43,-0.4019,0,-0.349480546,-0.324937186,0.5,0.5,0,-0.03957164,1.970867992,0.750958528,0.057468591,1.10E+18,0,0,0,0.000262701,0.007081235,0.001961127,0.011433607,16.33333333,0.537943708,-0.206779594,-0.434457933,1.10E+18,noneBll
707,0.008486563,0.137199434,0.9989,0,6.429074074,3.627777778,2.253711762,2.122066923,0.41868158,1.14E+18,0,0,0,-1.343245663,-0.496764819,0,1,0,0.163728702,-2.313889344,-0.05190521,-0.024856726,1.14E+18,1,-0.1245375,0.026295833,9.87E-05,0.010179196,0.002067181,0.14398906,0,0.055303293,0.59869922,0.012249468,1.14E+18,noneBll
3630,0.082369146,0.079614325,-0.9954,0.049423394,5.230328947,4.412171053,-0.102975655,0.031261182,-0.031962311,1.08E+18,9,0.4404,0,0.088924978,0.141399271,1,0,0,0.168546618,0.003062507,0.615857043,0.534762678,1.08E+18,0,0,0,0.110026694,0.271402241,0.029567944,0.044543375,14.66666667,-0.132338315,-0.276823647,-0.045105165,1.08E+18,noneBll
7046,0.044564292,0.072097644,-0.9969,0.060044477,5.538544974,4.334761905,-0.306360139,0.042863792,0.07677454,1.07E+18,0,0,0,-0.500730597,-0.195023312,0.166666667,0.833333333,0,-0.118058574,-2.313889344,-0.05190521,-0.024856726,1.07E+18,1,-0.010945833,0.004479167,3.56E-05,0.000979695,0.000551841,0.049902595,2.5,0.216205027,0.084080159,0.049504606,1.07E+18,bullying
759,0.333333333,0.054018445,-0.9194,0.06,5.066666667,4.440416667,-0.229080655,-0.423362208,0.051270285,1.10E+18,0,0,0,0.242270396,0.116253627,1,0,0,0.144260524,-2.313889344,-0.05190521,-0.024856726,1.10E+18,0,0.027189583,-0.007222917,0.001228152,0.165763175,0.031409633,0.12689198,0,-0.227913772,-0.316335997,0.138965389,1.10E+18,noneBll
573,0.022687609,0.109947644,0.9854,0,6.452972973,3.776486486,1.398721531,1.348143649,0.239783191,1.16E+18,6,0,0,-0.76580933,-0.101094819,0,1,0,0.030060619,-0.329966624,0.477945208,-2.151833528,1.16E+18,1,-0.127385417,0.0159375,0.000378532,0.032212061,0.003368141,0.261564775,0,-0.11476361,0.475607467,-0.212094353,1.16E+18,noneBll
7308,0.04529283,0.085522715,-0.9994,0.081081081,5.323514212,4.331705426,0.116343525,-0.061157971,-0.136828276,1.12E+18,0,0,0,-0.977311315,-1.083281878,0,1,0,-0.03300174,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,0.000780571,0.099295727,0.006346211,0.042066666,8.666666667,0.262802707,0.190579586,0.308632728,1.12E+18,bullying
1846,0.014084507,0.040628386,-0.9967,0.06185567,5.327692308,4.400769231,-0.538870373,-0.003440027,0.161865049,1.06E+18,0,0,0,0.183628089,0.75859347,0.857142857,0.142857143,0,0.242643565,-2.313889344,-0.05190521,-0.024856726,1.06E+18,0,-0.036276042,-0.000889583,0.000396602,0.328126355,0.001131771,0.127264941,0,-0.451902382,0.170355201,-0.221429419,1.06E+18,bullying
1791,0.042434394,0.052484645,0.9983,0.020467836,5.984299065,4.366074766,-0.549486901,0.007102111,0.137991566,1.00E+18,16,-0.1531,0,-0.065849099,0.234955593,0.285714286,0.714285714,0,0.11296232,1.651875378,-0.441127914,0.321411031,1.00E+18,0,-0.101380208,0.00573125,0.00099026,0.129761706,0.004685346,0.178408696,0,-0.195215405,0.076461969,0.05840053,1.00E+18,noneBll
735,0.029931973,0.073469388,0.9964,0,6.345744681,4.027659574,-0.677153066,0.254777961,0.083272843,1.15E+18,0,0,0,-0.871344832,-0.501077985,0,1,0,0.007906922,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0.000497917,-0.002745833,0.000360502,0.193165396,0.008909031,0.071334865,0,0.132300914,0.057329592,0.407110405,1.15E+18,noneBll
963,0.069574247,0.105919003,-0.9869,0.060240964,4.955454545,4.686363636,0.319853808,-0.225427575,-0.02312952,1.09E+18,53,0.1779,0,-0.291316952,0.283754078,0.285714286,0.714285714,0,-0.033359118,1.696004546,-0.245382434,0.822274721,1.09E+18,0,0,0,0.000511064,0.316048778,0.216378825,0.014002935,46.66666667,0.165495256,0.179044668,0.274324866,1.09E+18,noneBll
1535,0.117915309,0.070358306,0.9725,0.053030303,5.783134328,4.504477612,-0.120706384,0.024720453,0.064128045,1.01E+18,20,0,0.2,0.070469193,-0.034479813,1,0,0,0.10134746,2.908312713,-0.496260599,0.302514065,1.01E+18,1,-0.002090625,0.001033333,0.004867175,0.110531593,0.006323286,0.071690817,0,-0.315839782,-0.208218173,0.214700449,1.01E+18,noneBll
1794,0.017837235,0.045150502,-0.9966,0.072886297,5.074803922,4.679509804,-0.299443353,-0.064444493,0.05921987,1.15E+18,50,0.7964,0,0.413850666,0.3838698,1,0,0,0.28050511,3.177884937,-1.067400567,0.495889156,1.15E+18,0,-0.02553125,0.017964583,0.000271117,0.41060088,0.001726303,0.045465501,0,-0.245820517,0.181060921,-0.152974877,1.15E+18,bullying
2566,0.023382697,0.135619641,0.9926,0.007228916,6.156575342,4.314794521,0.775602434,0.025398293,-0.389042953,1.11E+18,0,0,0,-1.101781308,-0.539094406,0.142857143,0.857142857,0,0.464993458,-2.313889344,-0.05190521,-0.024856726,1.11E+18,0,-0.044971875,0.00256875,0.000220333,0.006966144,0.002411394,0.157499964,0,-0.236954964,0.234662082,0.080458384,1.11E+18,noneBll
4523,0.048198099,0.110325006,0.8613,0.011166253,5.797462687,4.345074627,0.380328027,-0.168274547,-0.136359603,1.14E+18,0,0,0,-0.592450683,0.010018829,0,1,0,0.061250341,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0.000992708,-0.002229167,3.45E-05,0.005532354,0.000205719,0.073946641,8.666666667,0.437456815,0.383653037,0.415965613,1.14E+18,noneBll
9192,0.048194082,0.054286336,-0.9997,0.039296188,5.279134021,4.441072165,-0.494244236,0.093685159,0.107691513,1.09E+18,83,0.4592,0,0.289024699,0.088830808,1,0,0,0.273211385,2.853785588,-0.577902313,-0.462349168,1.09E+18,1,0.0377375,0.019233333,0.00343051,0.17487481,0.016126622,0.646955385,0,-0.280682265,0.103791031,-0.068429193,1.09E+18,noneBll
1478,0.054127199,0.031799729,-0.9974,0.149501661,5.067358491,4.651320755,-0.603392798,-0.168963698,0.14344765,1.09E+18,0,0,0,0.521849228,0.314218672,1,0,0,-0.029401062,-2.313889344,-0.05190521,-0.024856726,1.09E+18,0,0.000141667,6.46E-05,0.000469571,0.030708298,0.003667045,0.060341083,0,-0.117395791,-0.312541978,0.025900431,1.09E+18,bullying
7943,0.030970666,0.072516681,-0.9998,0.025032092,5.368918919,4.607395577,-0.366693701,0.004639904,-0.001643907,1.12E+18,0,0,0,0.038122542,0.494480511,0.571428571,0.428571429,0,0.152792185,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,0.079009476,0.144374284,0.017824282,0.054061699,0,0.051966654,-0.202015408,-0.30219856,1.12E+18,bullying
1845,0.117615176,0.134417344,-0.605,0.098591549,5.187222222,4.517777778,0.608444709,-0.178329234,-0.213387773,1.15E+18,53,0,0,0.240792251,0.069348196,1,0,0,0.335056252,3.02856976,-0.332990608,-1.101083425,1.15E+18,0,-0.016814583,-0.000575,0.002468867,0.278678602,0.013574593,0.428820667,0,-0.378177052,-0.121135545,0.027505556,1.15E+18,noneBll
1442,0.040221914,0.101941748,0.5205,0.151291513,5.654482759,4.65045977,-0.320500257,-0.058766803,-0.026480008,1.00E+18,82,0,0,0.626974514,0.721236772,1,0,0,0.09106986,3.021632158,0.289442002,-0.446773083,1.00E+18,0,-0.002717708,0.001360417,0.003710872,0.290521988,0.02016743,0.196410721,0,-0.318042987,-0.144016873,0.155669768,1.00E+18,bullying
5373,0.041131584,0.056393076,-0.9996,0.057692308,5.39851312,4.379941691,-0.466368491,-0.023435872,0.197210436,1.15E+18,86,0.3252,0,-0.295809723,0.511605579,0.857142857,0.142857143,0,0.082883005,3.202014961,0.491957785,0.167494388,1.15E+18,1,-0.044047917,-0.01076875,0.000214636,0.911327437,0.001736327,0.012867234,0,-0.363518608,0.0852907,-0.211942993,1.15E+18,bullying
5315,0.155785513,0.073941675,0.9998,0.022082019,6.250753425,4.358972603,-0.32805139,-0.232927498,0.12928187,9.95E+17,5,0,0,-0.521183924,0.684487919,0.428571429,0.571428571,0,0.087815785,2.187776797,2.128516762,1.125627496,9.95E+17,1,-0.003263542,0.002029167,0.00055221,0.061679021,0.043507116,0.388243748,0,-0.319937844,-0.063313712,-0.067118735,9.95E+17,bullying
1757,0.054069437,0.061468412,-0.9971,0.1,5.412179487,4.605769231,-0.159246175,-0.169813501,0.002779786,9.34E+17,20,0.2263,0,0.143586019,0.340606325,0.857142857,0.142857143,0,0.198492059,3.483065256,-1.291344438,0.067433939,9.34E+17,0,0,0,0.021786439,0.124375441,0.004102338,0.030695747,1.5,-0.125502827,-0.047199119,-0.275348716,9.34E+17,bullying
6145,0.024735557,0.041171684,-0.9998,0.004273504,5.244094488,4.140551181,-0.641066807,0.240138693,0.224970026,1.11E+18,9,0,0,0.749294491,0.496241299,1,0,0,0.214104831,2.674285065,-0.310434529,1.352620662,1.11E+18,1,-0.017166667,0.006639583,0.000156566,0.011222897,0.000292153,0.030961379,0,-0.390555135,-0.034689267,0.068614781,1.11E+18,noneBll
11136,0.029005029,0.081896552,-0.9996,0.029619182,5.287321773,4.444238921,-0.109499364,0.067610084,0.000049,1.14E+18,0,0,0,0.410843738,0.537059196,0.857142857,0.142857143,0,0.470443495,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0,0,7.03E-05,0.012713271,0.002053153,0.004506327,0,0.403254892,-0.15957059,-0.301125966,1.14E+18,noneBll
2801,0.029632274,0.083898608,-0.999,0.023297491,5.389013158,4.218289474,-0.784520798,0.166840726,0.130506451,1.14E+18,0,0,0,0.119070316,-0.618112546,0.285714286,0.714285714,0,0.398465072,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0,0,7.57E-06,8.58E-05,0.000167221,0.002909507,293.8333333,0.359211982,0.31902159,0.189149665,1.14E+18,bullying
3450,0.04115942,0.068115942,-0.9946,0.042836041,5.44,4.202292994,-0.181148731,-0.009856253,-0.007573805,1.11E+18,23,0,0,-0.314460251,0.496195712,0.5,0.5,0,0.465188688,2.900781377,-0.168494251,0.61354366,1.11E+18,1,-0.100901042,0.005785417,0.003275996,0.07209783,0.068951408,0.10621975,0,0.250944867,0.042797022,-0.234266472,1.11E+18,bullying
6460,0.043034056,0.050928793,0.9927,0.027607362,5.698796499,4.200065646,-0.388746037,-0.023362311,0.193617979,1.04E+18,0,0,0,0.077832507,0.511686321,0.666666667,0.333333333,0,-0.084027399,-2.313889344,-0.05190521,-0.024856726,1.04E+18,0,-0.0169,0.001320833,0.251727194,0.027584113,0.002889773,0.012136785,0,-0.200917055,-0.329181079,0.065532667,1.04E+18,bullying
2596,0.061248074,0.05238829,-0.8768,0.057377049,5.507708333,4.702291667,-0.460158153,0.135660283,0.188648762,1.07E+18,36,-0.1987,0.125,-0.186059402,0.237529138,0.857142857,0.142857143,0,0.147668289,2.508433544,-0.762212304,0.375878504,1.07E+18,0,-0.049892708,-0.004004167,0.00678939,0.364818741,0.02027273,0.182348366,0,-0.339426454,-0.134593583,-0.058204759,1.07E+18,bullying
785,0.048407643,0.215286624,0.9336,0.021428571,6.130416667,4.304583333,0.664403381,-0.10854898,-0.437776322,1.13E+18,14,0,0,0.297484638,0.591068294,0,1,0,-0.146871721,3.763366377,-0.06792838,-0.131922433,1.13E+18,0,-0.094153125,0.007558333,0.000516568,0.136675114,0.000869273,0.186889693,0,0.024221521,0.287070277,0.290248386,1.13E+18,noneBll
848,0.041273585,0.049528302,0.1164,0.044585987,5.466585366,4.461463415,-0.409887186,-0.1821656,0.145821422,1.08E+18,102,-0.7845,0.181818182,-0.121253258,0.045510921,0.857142857,0.142857143,0,0.113534314,3.021131865,-0.025499507,0.383317839,1.08E+18,0,-0.024988542,0.0072625,0.000315669,0.010417965,0.001748751,0.019092176,0,-0.433714481,0.062230362,-0.047759941,1.08E+18,noneBll
582,0.118556701,0.065292096,-0.952,0.072727273,4.859230769,4.647692308,-0.46541174,-0.353331582,0.098504383,1.15E+18,65,-0.357,0,0.37254334,0.201215531,1,0,0,0.465050621,3.123956039,-0.12788538,0.690122648,1.15E+18,1,0.003777083,0.028916667,0.000136946,0.054664005,0.001173624,0.005629312,0,-0.132731131,0.215620615,0.121971191,1.15E+18,noneBll
12849,0.024826835,0.068409993,-1,0.015678776,5.306984786,4.308381743,-0.441762193,-0.017469961,0.098245083,1.06E+18,0,0,0,-1.030718742,-0.318340588,0,1,0,-0.056533371,-2.313889344,-0.05190521,-0.024856726,1.06E+18,0,0,0,0.000118945,0.000598379,0.000238574,0.000296222,0,0.326861464,-0.230213299,-0.229398036,1.06E+18,noneBll
1683,0.090909091,0.075460487,0.9881,0.058823529,5.637195122,4.146097561,-0.085334041,0.060942745,0.020084974,1.02E+18,80,0.4404,0,-0.044138645,0.702058477,1,0,0,-0.086210945,1.665077815,0.187298639,-0.104782508,1.02E+18,1,-0.032084375,0.002710417,0.000290018,0.24605473,0.002369801,0.30985306,0,-0.39652825,-0.088241966,0.000320559,1.02E+18,noneBll
7776,0.041023663,0.076388889,0.9997,0.010791367,6.258645833,4.071284722,0.173843734,-0.051526176,-0.146800429,1.05E+18,14,0.34,0,0.093902626,0.924260298,1,0,0,0.278089651,3.172318586,-0.392740179,-0.302446817,1.05E+18,1,-0.158108333,0.009475,0.000466766,0.031249219,0.00342843,0.132901177,0,-0.369426932,0.034121005,-0.102406472,1.05E+18,noneBll
388,0.020618557,0.085051546,-0.2794,0.013513514,5.825714286,4.420357143,0.375664188,-0.212888629,0.032700501,1.14E+18,0,0,0,-0.777388592,-0.093668712,0.285714286,0.714285714,0,0.157036364,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0,0,3.73E-05,1.82E-06,0.001132658,3.06E-06,0,0.617800385,0.116728922,-0.048362097,1.14E+18,noneBll
2499,0.047619048,0.077631052,-0.9964,0.066528067,5.40133758,4.446815287,-0.482795206,0.058124699,0.113660206,1.11E+18,54,0.1531,0,0.485384055,0.757159052,1,0,0,0.228834227,2.711850883,-0.426961865,-0.374225494,1.11E+18,0,-0.004444792,-7.71E-05,0.000316638,0.041870135,0.007989195,0.039393302,0,-0.194523426,0.291254377,-0.117720762,1.11E+18,bullying
3400,0.025882353,0.033529412,-0.991,0.059180577,5.5609375,4.4221875,-0.541597366,0.178691485,0.234673256,1.04E+18,101,0.5719,0,0.541345881,0.033547081,0.714285714,0.285714286,0,0.096002058,3.176932961,-0.032162301,-0.181328832,1.04E+18,1,-0.02331875,-0.00751875,0.001271365,0.192118549,0.023990689,0.007313171,0,-0.215869345,0.123939405,-0.240247804,1.04E+18,bullying
2528,0.05221519,0.091772152,0.9985,0.006276151,5.868991597,4.071344538,-0.055205058,-0.063507529,-0.039690344,9.96E+17,20,0,0,0.769509443,0.883169228,1,0,0,0.274801691,-2.313889344,-0.05190521,-0.024856726,9.96E+17,0,0.00173125,0.002514583,0.001223452,0.040363048,0.099108701,0.089245083,0,-0.021482666,0.083511478,0.252027006,9.96E+17,noneBll
428,0.037383178,0.10046729,-0.9512,0.058823529,5.036875,4.28,-0.216498866,-0.297514376,0.028111324,1.16E+18,0,0,0,0.102994397,0.277366825,0,1,0,0.45526845,-2.313889344,-0.05190521,-0.024856726,1.16E+18,0,0,0,0.030838116,0.30090884,0.015452578,0.098884513,1.5,0.137485263,-0.282732493,0.161387372,1.16E+18,noneBll
5268,0.042710706,0.077828398,0.9717,0.011802575,5.84875,4.359568966,0.305942045,0.044279777,-0.186755376,1.11E+18,0,0,0,-1.162237388,-0.265088175,0,1,0,-0.138029039,-2.313889344,-0.05190521,-0.024856726,1.11E+18,0,0,0,8.60E-05,3.30E-05,0.000666476,4.69E-05,15,0.506894083,-0.157993213,-0.334007359,1.11E+18,noneBll
4055,0.032799014,0.034278668,-0.9978,0.096479791,5.374440154,4.468687259,-0.418794394,0.030027976,0.123849,1.11E+18,115,0,0.04,-0.003129005,0.232944455,0.857142857,0.142857143,0,0.041762622,3.075733242,0.235663865,0.202757841,1.11E+18,0,0,0,0.032483998,0.032777182,0.00452668,0.018358747,0,-0.252719239,-0.275378764,0.200852492,1.11E+18,bullying
513,0.07797271,0.105263158,-0.9705,0.107142857,5.6108,4.7024,-0.086650952,-0.123590253,0.117440437,1.13E+18,0,0,0,0.173930856,0.654940324,1,0,0,-0.016468394,-2.313889344,-0.05190521,-0.024856726,1.13E+18,0,-0.038445833,0.00159375,0.000565254,0.192253055,0.006855395,0.185149626,0,-0.17058141,-0.296790131,0.152901919,1.13E+18,noneBll
